# d_x d_y d_z
1.7727e-01 6.1615e-01 7.4187e-01
7.3802e-01 7.7405e-03 6.3080e-01
7.3154e-01 5.1577e-01 7.3279e-01
5.6360e-01 8.1282e-01 2.4722e-01
4.4033e-01 3.3209e-01 6.9464e-01
5.5160e-02 2.5754e-01 8.1493e-01
1.5622e-01 4.0423e-01 1.3563e+00
2.9914e-01 5.9907e-02 6.2597e-01
2.9511e-01 8.7845e-01 5.2786e-01
1.1679e-01 5.3144e-01 3.9161e-01
4.7052e-01 1.5752e-01 3.0226e-01
nan nan nan
5.9682e-01 1.2918e-01 7.1746e-01
nan nan nan
7.3692e-01 3.4932e-01 7.4848e-01
3.4727e-01 6.9595e-01 1.8002e-01
3.9118e-01 6.4240e-01 2.1050e-01
1.2678e-01 3.9873e-01 4.1723e-01
3.9459e-01 2.0285e-01 5.4647e-01
5.7167e-01 2.4431e-01 4.1483e-01
2.4420e-01 4.9225e-01 3.2977e-01
3.0723e-01 4.2188e-02 3.5063e-01
1.0517e-01 4.2236e-01 4.1686e-01
3.3024e-01 4.4031e-01 4.3608e-01
nan nan nan
3.7972e-01 4.3654e-01 6.4717e-01
3.8575e-01 5.4262e-01 1.0074e+00
4.4253e-01 5.5073e-01 2.2645e-01
1.6382e-01 7.1959e-02 3.6286e-01
2.4101e-01 4.2535e-02 4.6894e-01
8.3658e-01 4.3465e-01 4.0682e-01
9.5989e-02 7.3539e-01 2.3382e-01
3.7745e-01 4.4292e-01 5.1549e-01
6.7421e-01 5.3768e-02 1.9737e-01
3.5306e-01 3.1680e-01 7.1641e-01
1.4022e-01 6.8503e-01 8.0310e-01
1.2723e-01 1.2043e-01 9.5690e-01
3.2210e-01 4.9092e-01 4.4248e-01
7.3791e-01 2.6824e-01 7.8133e-01
3.6196e-02 1.4808e-02 2.8884e-01
nan nan nan
3.9753e-01 5.6411e-02 8.0029e-01
2.7053e-01 3.6547e-01 5.6393e-01
1.9077e-01 7.6955e-01 3.7282e-01
7.0719e-02 4.4759e-01 9.3525e-01
4.0942e-01 4.6894e-01 6.0242e-01
5.7323e-01 1.5012e-01 9.3748e-01
8.7112e-01 1.0021e-01 6.5925e-01
5.8164e-01 2.0712e-01 2.6900e-01
2.2870e-01 5.0617e-03 3.0385e-01
1.9658e-01 4.2498e-01 4.5741e-01
3.8392e-01 1.3639e-01 1.4383e+00
6.8096e-01 2.0609e-01 9.5985e-01
6.2735e-01 2.1583e-01 4.8778e-01
1.9982e-01 5.7360e-03 5.0915e-01
2.5112e-01 2.2743e-01 2.1567e-01
2.3157e-01 2.5516e-01 7.7890e-01
7.4394e-02 3.0780e-01 9.1690e-01
1.0567e-01 2.5302e-01 1.0738e+00
4.6171e-01 5.2523e-01 5.3956e-01
6.1008e-01 8.9785e-02 3.4582e-01
7.2542e-01 8.4281e-02 4.4023e-01
9.0997e-02 8.8134e-01 4.4246e-01
1.8168e-01 2.7570e-01 8.2357e-01
2.2569e-01 1.3044e-01 8.5594e-01
3.1029e-01 1.5926e-01 7.0540e-01
1.9359e-01 5.5696e-01 9.3547e-01
2.6472e-01 4.1523e-01 4.2597e-01
5.8103e-01 2.8645e-01 7.5482e-01
1.0341e-01 7.8230e-01 5.9054e-01
4.2734e-01 4.4704e-02 4.6450e-01
3.6965e-01 1.1119e-01 1.0006e+00
2.5353e-01 4.9891e-03 7.6774e-01
1.9083e-01 2.2524e-01 5.5133e-01
3.3060e-01 6.1144e-02 7.2696e-01
5.5774e-01 5.2502e-01 3.3559e-01
2.3150e-01 2.0289e-01 1.1397e+00
3.5402e-01 7.1470e-01 5.3120e-01
2.1346e-01 3.6007e-02 5.9892e-01
2.6156e-01 6.7878e-01 6.9997e-01
4.9804e-01 2.9759e-01 1.0397e+00
7.7583e-01 2.2005e-01 3.2448e-01
8.1831e-01 2.6698e-01 2.9342e-01
7.6794e-01 1.9841e-01 3.5412e-01
2.9508e-01 4.7490e-01 9.3756e-01
2.7109e-01 1.0429e-01 1.7149e+00
2.6119e-01 9.5577e-02 6.4630e-01
2.0132e-01 5.6008e-01 1.1104e+00
5.3257e-01 2.2792e-01 4.8712e-01
8.2999e-01 2.8310e-01 5.6412e-01
nan nan nan
3.4546e-01 4.1738e-01 1.2467e+00
1.9210e-01 7.2027e-01 7.2070e-01
5.3198e-03 3.8455e-01 7.6753e-01
3.7172e-01 7.3683e-01 8.4361e-01
4.2149e-01 2.9601e-01 7.3011e-01
6.0289e-01 1.0029e-01 9.8485e-01
1.2990e-01 8.9408e-02 1.3750e+00
6.5419e-02 6.2537e-01 4.4436e-01
2.2324e-01 3.4503e-01 1.2207e+00
1.1363e-01 2.1812e-01 6.5208e-01
7.4535e-01 1.6523e-01 6.9096e-01
5.6311e-01 3.7775e-01 7.7170e-01
3.4445e-01 2.7973e-01 4.2297e-01
3.6453e-01 5.6399e-01 6.1646e-01
1.2555e-01 2.7355e-01 2.2210e-01
3.6109e-02 4.9392e-01 4.3523e-01
6.2347e-01 2.0632e-01 6.2496e-01
7.2547e-01 1.4577e-01 7.4259e-01
1.2539e-01 7.8859e-01 5.5174e-01
5.8540e-01 5.8610e-01 4.4785e-01
5.8142e-02 2.6801e-01 4.5736e-01
1.9083e-01 3.9784e-01 4.1572e-01
9.7434e-01 3.8449e-01 7.3443e-01
2.3171e-01 5.6367e-01 4.4430e-01
1.3970e-01 2.7338e-04 1.2823e+00
2.8768e-02 4.8687e-01 2.2057e-01
2.9125e-01 5.0055e-01 7.0960e-01
8.5774e-01 2.3872e-01 7.9835e-01
nan nan nan
3.5533e-01 2.7960e-01 7.1074e-01
9.0320e-01 1.1839e-01 6.9726e-01
9.9428e-02 3.7385e-01 4.5983e-01
2.9238e-02 7.3282e-01 3.3628e-01
5.0465e-02 2.7112e-01 8.9159e-01
1.7042e-02 6.1062e-02 4.9504e-01
6.6478e-01 2.8623e-02 9.6016e-01
2.7531e-01 5.9922e-01 7.6269e-01
7.5051e-01 4.5672e-01 6.0531e-01
5.7262e-02 7.3011e-01 2.8858e-01
2.4133e-01 3.0724e-01 4.8291e-01
3.0225e-01 2.9424e-01 7.1039e-01
7.9849e-01 2.1223e-01 5.9275e-01
4.7204e-01 9.4085e-02 5.7947e-01
8.4148e-02 1.9881e-01 5.4388e-01
4.2062e-01 3.1860e-01 1.2657e+00
5.4813e-01 5.4053e-02 5.8258e-01
2.4414e-01 6.7791e-01 2.5784e-01
1.3086e-03 9.5902e-02 3.0145e-01
4.0325e-01 6.2014e-02 4.4060e-01
5.0466e-01 3.5581e-01 4.7518e-01
5.5537e-02 6.4037e-01 5.6735e-01
1.7608e-01 4.0900e-01 9.4719e-01
7.2301e-01 4.3260e-01 4.8445e-01
4.3851e-01 7.3546e-01 3.4414e-01
6.4634e-02 6.4683e-01 4.4578e-01
8.9640e-02 3.0591e-01 7.4053e-01
8.4745e-01 1.7990e-01 6.7842e-01
4.6005e-02 7.4896e-02 1.1480e+00
2.3231e-01 3.7628e-01 3.2456e-01
7.6870e-01 1.2130e-01 8.9728e-01
2.5899e-01 1.8458e-01 1.2320e+00
7.4344e-02 1.1692e-01 8.1823e-01
8.8383e-01 2.0294e-01 7.7271e-01
6.0497e-01 4.7352e-01 4.1780e-01
4.5921e-02 3.7096e-01 1.0264e+00
7.1193e-01 2.4486e-01 9.6620e-01
1.9665e-01 2.8149e-02 2.4325e-01
2.8872e-01 1.9533e-01 1.0243e+00
1.2110e-01 2.4273e-01 6.9735e-01
1.6357e-01 5.0011e-01 7.7105e-01
3.8152e-01 5.4048e-02 5.6866e-01
3.9400e-01 1.4445e-01 5.8852e-01
2.8482e-01 7.9102e-02 6.5318e-01
6.5921e-02 8.2161e-02 5.6942e-01
6.9818e-01 3.9872e-02 7.2405e-01
2.7701e-01 3.6659e-01 1.4528e+00
1.6133e-01 1.0835e-01 3.9701e-01
1.3991e-01 3.4308e-01 9.9256e-01
2.4409e-01 9.8685e-02 1.1173e+00
2.8381e-01 5.7579e-01 2.7664e-01
6.0756e-01 4.0882e-01 5.6369e-01
2.2934e-01 3.0031e-01 4.8566e-01
3.2062e-01 6.2741e-02 3.9480e-01
3.7690e-01 5.5935e-02 8.3976e-01
5.0204e-01 2.2092e-01 2.1654e-01
2.3774e-02 4.5956e-02 6.6091e-01
6.3288e-03 1.9101e-01 3.5956e-01
4.4079e-01 2.4691e-01 7.8322e-01
1.2399e-01 4.5582e-01 8.9653e-01
2.9708e-01 7.4551e-03 7.6094e-01
7.5821e-01 3.1323e-01 8.0197e-01
4.2686e-01 3.7014e-01 3.8636e-01
4.1291e-01 1.4646e-01 2.1998e-01
2.0456e-01 6.3261e-01 1.8363e-01
4.1451e-01 4.9464e-01 6.4346e-01
nan nan nan
1.7542e-01 1.5419e-01 7.2585e-01
3.2542e-01 5.5401e-01 5.3593e-01
5.6325e-01 1.1070e-02 4.6561e-01
5.1452e-01 1.3203e-01 2.0566e-01
8.4708e-02 4.7430e-01 6.2881e-01
3.9902e-01 5.8645e-01 6.2271e-01
6.1463e-01 2.6166e-01 4.9910e-01
5.9306e-02 2.1905e-01 8.5195e-01
5.4693e-01 2.6027e-01 5.7862e-01
3.3342e-01 4.0800e-01 5.0918e-01
2.5518e-02 4.8488e-01 2.6117e-01
4.0106e-01 1.7850e-03 7.0510e-01
2.0705e-02 5.0687e-01 1.1578e+00
2.7524e-01 7.2306e-01 9.2797e-01
1.0547e-01 9.2040e-01 5.4837e-01
3.8869e-01 5.0571e-01 8.6983e-01
5.4352e-01 3.6840e-01 7.9323e-01
2.5071e-01 8.0105e-01 5.9059e-01
2.1430e-01 2.1346e-01 5.5414e-01
1.4786e-01 4.7530e-01 1.1290e+00
4.0823e-01 2.8569e-01 8.1084e-01
5.3490e-01 1.1134e-01 6.8527e-01
9.4852e-02 4.2919e-01 1.9780e-01
2.1234e-01 2.1185e-02 9.8962e-01
6.3182e-01 2.5481e-01 3.2459e-01
3.3016e-01 4.5363e-01 1.0363e+00
7.1921e-01 3.1391e-01 4.2529e-01
7.3488e-02 2.0845e-01 5.6032e-01
8.8006e-01 2.1087e-02 5.8851e-01
3.6334e-01 2.9025e-01 1.0412e+00
5.3313e-01 1.9579e-01 4.7135e-01
3.6442e-01 5.0567e-02 8.6426e-01
4.5914e-02 3.3342e-01 5.8821e-01
4.6335e-01 3.6682e-01 4.8281e-01
5.9491e-01 1.3650e-01 5.2447e-01
2.0217e-01 5.8049e-01 7.9865e-01
6.1157e-01 2.4672e-01 6.5051e-01
1.8183e-01 1.3926e-01 1.3223e+00
8.3700e-01 2.3991e-01 2.5086e-01
2.5386e-01 4.5505e-01 2.0195e-01
3.0979e-01 4.3028e-01 5.5179e-01
8.2446e-01 2.2137e-01 4.1665e-01
3.8024e-01 5.7607e-01 1.0789e+00
5.0513e-02 5.5778e-01 7.4313e-01
7.2863e-01 1.9346e-01 3.9205e-01
2.4860e-01 4.0176e-01 1.1096e+00
4.9845e-01 4.3425e-04 1.5364e+00
1.6924e-01 2.8427e-02 2.1003e-01
4.7533e-01 4.3343e-01 8.9226e-01
1.9392e-01 5.0358e-01 3.4010e-01
6.2113e-01 1.9215e-01 8.1684e-01
7.8992e-01 3.6094e-01 4.4613e-01
3.9658e-01 4.4300e-01 4.8032e-01
1.1628e-01 6.2037e-01 4.7928e-01
6.9653e-01 1.0394e-01 9.9153e-01
5.7479e-01 5.4701e-01 6.9353e-01
6.3246e-01 3.4455e-01 4.1720e-01
5.3211e-01 2.6122e-01 8.3754e-01
1.2158e-02 3.3325e-01 7.8183e-01
1.1921e-01 3.8996e-01 8.0699e-01
2.9000e-01 1.2932e-01 7.1089e-01
3.3434e-01 6.6258e-01 8.2594e-01
1.5747e-01 6.1080e-01 7.5704e-01
4.0717e-01 2.9318e-02 1.6930e-01
4.5566e-01 5.4389e-01 6.4137e-01
4.9271e-01 1.9069e-01 3.6763e-01
nan nan nan
8.4294e-01 5.0639e-01 6.4375e-01
3.2022e-01 6.0209e-01 5.6412e-01
5.5781e-01 4.8586e-01 6.3759e-01
5.0031e-02 3.9693e-01 7.5843e-01
3.9530e-01 4.4027e-01 1.1081e+00
5.6017e-01 3.6459e-01 5.4764e-01
4.4087e-01 3.2703e-01 1.9871e-01
3.7858e-01 6.3682e-02 5.7373e-01
2.4498e-01 3.5710e-01 5.5795e-01
2.2662e-01 4.4858e-01 4.4030e-01
1.7280e-01 7.0319e-01 4.1898e-01
3.7083e-01 4.6628e-01 8.2445e-01
5.3342e-01 5.4162e-01 4.4981e-01
4.7774e-01 8.8607e-01 3.9978e-01
9.8796e-02 1.0417e-02 6.3412e-01
1.7383e-01 2.4822e-02 5.1242e-01
7.7903e-01 3.6842e-01 3.7555e-01
1.4934e-01 6.5262e-01 5.6403e-01
4.8825e-01 5.7213e-01 1.1735e-01
6.0978e-01 1.2712e-01 5.0094e-01
2.2574e-01 3.5598e-01 5.0074e-01
9.2552e-02 6.2095e-01 8.0984e-01
8.1062e-02 1.5342e-02 9.7624e-01
3.1395e-01 4.5161e-01 5.1315e-01
6.0355e-01 1.7096e-02 6.0861e-01
5.3726e-02 1.9552e-02 3.6157e-01
nan nan nan
4.6565e-01 1.1785e-01 1.0194e+00
2.7658e-01 7.7521e-01 2.6490e-01
1.5736e-01 7.5883e-01 5.6735e-01
9.3587e-02 4.5484e-01 7.7818e-01
3.9473e-01 2.5462e-01 2.6289e-01
5.4234e-01 2.1886e-01 5.3862e-01
8.5957e-01 2.0732e-01 3.8712e-01
6.9925e-01 2.3707e-01 5.3086e-01
9.2199e-01 1.0892e-01 5.9015e-01
1.0797e-01 4.3652e-01 3.3976e-01
nan nan nan
6.4925e-01 1.0816e-01 5.6121e-01
7.7668e-01 1.9736e-01 2.1775e-01
3.1424e-01 1.6909e-01 5.3709e-01
2.8467e-01 1.2344e-01 9.6512e-01
1.4667e-01 1.8873e-01 7.0287e-01
1.1289e-01 1.7416e-01 1.1373e+00
2.5963e-01 1.5593e-01 9.0416e-01
4.1958e-01 5.0404e-01 3.8186e-01
6.5916e-01 2.6832e-02 8.4091e-01
9.2288e-01 1.0947e-01 2.7354e-01
2.3169e-02 8.7997e-01 3.4681e-01
1.9270e-01 2.0966e-01 5.9321e-01
1.7599e-01 1.0694e-01 1.1474e+00
6.2518e-01 3.3425e-02 3.6923e-01
2.3509e-01 6.4766e-01 7.5486e-01
2.2417e-01 3.2543e-01 3.5813e-01
6.5872e-01 2.9948e-01 5.1662e-01
1.4464e-02 7.6867e-01 5.2568e-01
4.7488e-01 2.2807e-01 7.0005e-01
3.7363e-01 7.3739e-02 1.2399e+00
2.7847e-01 1.6750e-01 8.7077e-01
2.2630e-01 1.2209e-03 4.8700e-01
2.0168e-01 4.9489e-03 9.6319e-01
4.9457e-01 6.6834e-01 4.9785e-01
1.6668e-01 2.9376e-01 7.9561e-01
3.0369e-01 6.3045e-01 2.3990e-01
1.4456e-01 1.1950e-02 6.9702e-01
3.0813e-01 4.3661e-01 3.7605e-01
3.3818e-01 3.6691e-01 1.0405e+00
6.1368e-01 2.3545e-01 2.0525e-01
7.4070e-01 2.6623e-01 3.3490e-01
8.5723e-01 1.4377e-01 7.4626e-01
2.9087e-01 4.7561e-01 5.3767e-01
3.0381e-01 9.2093e-02 1.2996e+00
3.3713e-01 5.5271e-02 7.4450e-01
2.7524e-01 4.3224e-01 9.4572e-01
5.4601e-01 3.5837e-01 7.4342e-01
9.1876e-01 3.9270e-01 3.4957e-01
2.6288e-01 8.3701e-01 2.8546e-01
5.8194e-01 3.8639e-01 4.2610e-01
1.5265e-01 8.3956e-01 5.6734e-01
5.2476e-02 5.1574e-01 3.5308e-01
4.2155e-01 7.4830e-01 8.3008e-01
4.1332e-01 3.0258e-01 5.6721e-01
6.3443e-01 1.2134e-01 4.8903e-01
1.9687e-01 1.1554e-01 1.4428e+00
6.1036e-02 8.4113e-01 2.7865e-01
2.2908e-01 4.5192e-01 5.4323e-01
4.0517e-02 4.0720e-01 4.1807e-01
7.6601e-01 2.6928e-01 6.4241e-01
4.2435e-01 2.3497e-01 4.7551e-01
3.9234e-01 2.1816e-01 3.3468e-01
3.1678e-01 6.4827e-01 6.3146e-01
1.3671e-01 1.8630e-01 2.3338e-01
1.3821e-01 7.6366e-01 6.1687e-01
5.8221e-01 1.8199e-01 5.7077e-01
7.6794e-01 5.2743e-02 8.0795e-01
2.1277e-01 7.4637e-01 7.4940e-01
4.2470e-01 4.3697e-01 6.5879e-01
1.8780e-01 2.1764e-01 2.1290e-01
3.8289e-01 3.5363e-01 3.1827e-01
8.1685e-01 1.1401e-01 6.5008e-01
2.2499e-01 5.2624e-01 2.4356e-01
3.4762e-01 1.2355e-01 1.2429e+00
1.4105e-01 6.4469e-01 5.1843e-01
1.9716e-01 4.2646e-01 8.5086e-01
8.1893e-01 3.7415e-02 9.8506e-01
nan nan nan
4.5286e-01 3.2004e-01 4.2495e-01
8.9987e-01 2.7258e-01 5.4291e-01
1.3025e-01 3.1341e-01 5.4500e-01
1.0794e-02 8.6959e-01 6.5770e-01
1.2331e-02 3.0476e-01 4.9366e-01
1.1455e-01 1.4072e-01 2.4315e-01
7.5713e-01 2.3600e-02 6.1450e-01
2.1702e-01 6.2868e-01 8.0251e-01
5.5769e-01 3.7982e-01 5.7567e-01
8.7386e-02 7.0770e-01 4.0918e-01
2.6351e-01 7.0608e-02 6.9393e-01
3.5862e-01 2.7842e-01 7.6046e-01
7.8922e-01 2.0029e-01 4.1854e-01
4.8327e-01 3.5446e-02 3.0538e-01
7.5982e-02 2.4414e-01 4.6203e-01
4.2777e-01 1.3539e-01 8.9938e-01
5.9859e-01 7.5943e-02 2.4277e-01
2.8944e-01 5.7109e-01 6.7595e-01
2.6080e-02 1.8695e-01 6.0398e-01
6.5743e-01 1.8594e-01 6.1783e-01
8.1252e-01 3.3260e-01 4.7456e-01
9.4971e-02 6.1187e-01 1.7426e-01
1.6137e-01 4.4477e-01 3.9217e-01
7.1249e-01 3.6230e-01 4.3701e-01
3.9733e-01 6.9374e-01 3.0540e-01
1.0341e-01 5.9057e-01 6.3575e-01
1.7507e-02 3.0403e-01 8.1641e-01
8.0576e-01 1.5431e-01 6.7325e-01
8.6304e-02 1.6340e-01 1.0347e+00
4.8502e-01 1.9757e-01 7.3065e-01
7.1458e-01 5.6003e-02 5.9569e-01
3.1722e-01 1.1554e-01 1.0803e+00
1.7573e-01 7.9636e-02 1.0465e+00
8.1160e-01 3.5737e-01 8.4558e-01
4.7029e-01 5.0777e-01 3.5077e-01
3.5954e-02 5.3972e-01 5.5199e-01
4.9487e-01 4.6981e-01 3.1747e-01
1.9146e-01 1.1949e-01 5.4015e-01
3.0106e-01 2.0068e-01 6.3089e-01
6.0845e-02 2.9641e-01 6.4584e-01
3.7460e-02 2.6828e-01 2.5643e-01
3.4725e-01 6.6221e-02 7.4287e-01
4.9767e-01 1.6040e-01 9.3346e-01
4.4996e-01 6.7852e-02 5.0534e-01
9.2810e-02 8.3570e-02 3.2972e-01
6.2809e-01 3.2595e-02 3.6916e-01
2.0808e-01 2.2123e-01 1.1622e+00
2.9294e-01 1.9754e-01 7.0314e-01
3.3192e-02 4.3691e-01 1.0351e+00
1.0976e-01 1.0387e-02 9.7644e-01
2.1773e-01 6.3498e-01 5.6511e-01
5.6899e-01 2.0909e-01 5.3555e-01
2.2792e-01 2.5315e-01 1.7055e-01
3.9750e-01 1.0251e-01 5.6828e-01
5.4785e-01 1.1752e-01 7.5847e-01
5.3256e-01 1.5793e-01 5.3890e-01
2.3036e-02 1.5389e-01 7.4925e-01
3.1534e-02 1.7284e-01 1.4621e+00
3.1600e-01 1.3821e-01 7.7227e-01
2.0843e-01 2.9493e-01 7.2592e-01
3.8785e-01 1.4461e-01 9.3439e-01
5.9479e-01 2.4796e-01 7.4131e-01
4.2678e-01 3.1152e-01 9.5530e-01
4.8013e-01 2.7696e-01 6.4689e-01
2.6781e-01 5.8528e-01 1.7395e-01
4.9580e-01 3.6184e-01 7.7063e-01
nan nan nan
1.6465e-01 1.0764e-01 8.9786e-01
4.2539e-01 5.4989e-01 6.3105e-01
6.6585e-01 1.1712e-01 9.3665e-01
6.2885e-01 6.2286e-02 1.9257e-01
7.9735e-02 4.8500e-01 5.7557e-01
3.5483e-01 5.9238e-01 7.8052e-01
9.7906e-01 8.5561e-02 4.2083e-01
9.1549e-02 2.0197e-03 4.7490e-01
5.4259e-01 1.6566e-01 1.0596e+00
4.1112e-01 4.6057e-01 4.9425e-01
2.1171e-02 4.1310e-01 3.8340e-01
4.2942e-01 7.6193e-02 3.8050e-01
4.1469e-02 3.3579e-01 8.8708e-01
3.1722e-01 9.0763e-01 6.8700e-01
1.3546e-01 6.6762e-01 4.9765e-01
3.4016e-01 4.0297e-01 1.1082e+00
5.9353e-01 4.1230e-01 5.4856e-01
1.7624e-01 7.8306e-01 4.3643e-01
2.3879e-01 2.5571e-01 6.0401e-01
2.0213e-02 6.4018e-01 9.2002e-01
3.2965e-01 3.2189e-01 1.9704e-01
4.2127e-01 1.9024e-01 7.8971e-01
8.2294e-03 2.7570e-01 7.4280e-01
4.4314e-01 3.8588e-01 1.1629e+00
5.7927e-01 3.8082e-01 3.8462e-01
3.4919e-01 6.9675e-01 1.1869e+00
5.6366e-01 5.1287e-01 1.8760e-01
7.6858e-01 3.5579e-01 7.0654e-01
8.0084e-01 9.4812e-02 6.7900e-01
4.5477e-01 1.0427e-01 6.6967e-01
4.1685e-01 3.7675e-01 5.3475e-01
2.7262e-01 4.9364e-02 4.7511e-01
7.5219e-02 3.1059e-01 7.2350e-01
4.4228e-01 3.0825e-01 9.5743e-01
5.5812e-01 4.3024e-02 8.4886e-01
4.1627e-01 4.5815e-01 5.9616e-01
6.1115e-01 2.3570e-01 5.1916e-01
2.5450e-01 1.7569e-01 1.1533e+00
7.9214e-01 2.7945e-01 5.4709e-01
2.6232e-01 3.7701e-01 6.1649e-01
3.7973e-01 3.7770e-01 5.6986e-01
nan nan nan
3.9798e-01 3.9002e-01 9.2108e-01
2.9895e-02 6.9439e-01 1.0894e+00
6.7696e-01 3.5271e-01 4.7964e-01
9.3195e-02 3.6247e-01 1.2862e+00
4.9782e-01 1.0170e-01 1.8310e+00
7.6666e-02 2.1048e-01 4.6610e-01
6.0925e-01 4.3334e-01 7.7711e-01
1.9258e-01 4.8279e-01 5.7197e-01
6.3769e-01 1.5439e-01 8.0834e-01
8.7103e-01 3.7466e-01 8.1141e-01
4.3922e-01 5.2982e-01 5.8873e-01
2.5595e-01 7.4857e-01 4.1652e-01
nan nan nan
6.5479e-01 5.6166e-01 3.9374e-01
5.2574e-01 5.0983e-01 9.6034e-01
3.4867e-01 6.0953e-01 9.3104e-01
2.0180e-01 9.5447e-02 8.2516e-01
2.0376e-01 4.1122e-01 6.6586e-01
1.1942e-01 7.3830e-03 2.7814e-01
2.4593e-01 7.7660e-01 5.9542e-01
9.1290e-02 8.0259e-01 7.7745e-01
5.1337e-01 5.0781e-02 7.1852e-01
4.8094e-01 5.5972e-01 8.5798e-01
5.8328e-01 2.1373e-01 7.2039e-01
nan nan nan
nan nan nan
1.9338e-01 5.0867e-01 7.4976e-01
6.0234e-01 3.1251e-01 6.2771e-01
1.3796e-01 4.8964e-01 3.7154e-01
4.8142e-01 4.0439e-01 7.8814e-01
6.5376e-01 2.7772e-01 5.4783e-01
3.7996e-01 4.1975e-01 1.3558e-01
4.8405e-01 1.4344e-01 1.3728e+00
2.8642e-01 3.4370e-01 7.1360e-01
2.6026e-01 5.4851e-01 1.5080e-01
2.2879e-01 5.6870e-01 3.1402e-01
3.2788e-01 3.6092e-01 4.5552e-01
5.7338e-01 4.5279e-01 1.0573e+00
4.7053e-01 5.1896e-01 6.8617e-01
2.0013e-01 3.0378e-02 8.0093e-01
2.1281e-01 3.4835e-01 4.1348e-01
7.1384e-01 5.6152e-01 4.3279e-01
1.5680e-01 4.5795e-01 5.7909e-01
3.8772e-01 3.0243e-01 5.0240e-01
6.2919e-01 3.4062e-01 8.5567e-01
2.0755e-01 3.0887e-01 4.8244e-01
1.3647e-01 6.4132e-01 7.5289e-01
5.4631e-02 3.5328e-02 8.9333e-01
4.0058e-01 1.9042e-01 6.9995e-01
6.7216e-01 4.5541e-02 5.7660e-01
1.3790e-01 1.4315e-01 6.0196e-01
1.4863e-01 2.9546e-02 1.6058e+00
6.6724e-01 1.4046e-01 3.6416e-01
2.8969e-01 8.3664e-01 5.3224e-01
4.2650e-02 7.0287e-01 3.3240e-01
8.5903e-02 7.0002e-01 6.8544e-01
3.1965e-01 5.3186e-01 2.7837e-01
6.0553e-01 1.0579e-01 6.1266e-01
7.8277e-01 7.9418e-02 1.9657e-01
6.1793e-01 3.5902e-01 3.0607e-01
2.3394e-01 5.3139e-02 6.4571e-01
6.5370e-02 5.6276e-01 5.2651e-01
3.8182e-01 4.1232e-01 1.1188e+00
7.8520e-01 1.7307e-01 3.0733e-01
7.4042e-01 9.5221e-02 3.0216e-01
2.7021e-01 4.8105e-02 2.2392e-01
2.5785e-01 7.1104e-02 5.8956e-01
1.4195e-01 1.0327e-01 9.1751e-01
1.7581e-01 1.0262e-01 1.3645e+00
2.7802e-01 1.6395e-01 6.7113e-01
3.6973e-01 5.6134e-01 8.8600e-01
5.7016e-01 6.9569e-02 3.3874e-01
8.7746e-01 9.9723e-02 5.8452e-01
2.0462e-01 7.9492e-01 6.2954e-01
1.7881e-01 2.0956e-01 3.6370e-01
2.5457e-01 1.8077e-01 6.9308e-01
9.5240e-01 8.7857e-02 4.9576e-01
2.1398e-01 2.3125e-01 3.5481e-01
2.7355e-01 3.5018e-01 3.5369e-01
8.1038e-01 3.7698e-01 6.4472e-01
1.0548e-01 6.9618e-01 2.9548e-01
4.5967e-01 1.2232e-01 4.2708e-01
3.8422e-01 1.9892e-01 1.0131e+00
3.8933e-01 2.1414e-01 3.1353e-01
2.2177e-01 1.6661e-01 5.4708e-01
3.1148e-01 1.9701e-02 7.5568e-01
4.1957e-01 6.8120e-01 7.4099e-01
1.4821e-01 2.3967e-01 8.9227e-01
3.7219e-01 6.2083e-01 9.0765e-01
1.7127e-01 6.5629e-02 4.9601e-01
5.0063e-01 3.8853e-01 4.4560e-01
3.8640e-01 2.3447e-01 1.3378e+00
9.5399e-01 2.3125e-01 4.4617e-01
7.3847e-01 2.7974e-01 8.4940e-01
5.2206e-01 2.1183e-01 6.5797e-01
9.7967e-02 5.1133e-01 6.0610e-01
3.3354e-02 2.0672e-01 1.4767e+00
4.0863e-01 1.8430e-01 8.2899e-01
3.2732e-01 3.9259e-01 9.5337e-01
4.8315e-01 2.7025e-01 1.1625e+00
8.0330e-01 4.3119e-01 6.4718e-01
1.1741e-01 8.4520e-01 6.6796e-01
5.2822e-01 3.2532e-01 8.8350e-01
8.9403e-02 8.7505e-01 3.0146e-01
6.3226e-02 4.7751e-01 4.2428e-01
4.7286e-01 7.9745e-01 5.6249e-01
5.2114e-01 2.4165e-01 8.4670e-01
5.6207e-01 1.5442e-01 4.6599e-01
8.7259e-02 8.0026e-02 1.4436e+00
2.4130e-01 8.5900e-01 6.3562e-01
2.4115e-01 3.4544e-01 6.8302e-01
1.5169e-02 4.3158e-01 9.1102e-01
7.1063e-01 5.2154e-02 8.1123e-01
3.9070e-01 2.8181e-01 3.2201e-01
4.2928e-01 4.8781e-02 3.2543e-01
2.1094e-01 6.3145e-01 8.8947e-01
6.6348e-02 2.9782e-01 4.1032e-01
3.9763e-02 9.2053e-01 5.0449e-01
5.7024e-01 4.5515e-01 8.9872e-01
7.2480e-01 1.3184e-01 5.6571e-01
3.1751e-01 7.9041e-01 5.6969e-01
4.4526e-01 6.4753e-01 9.6697e-01
1.5917e-01 3.0689e-01 4.6027e-01
3.6132e-01 3.8258e-01 4.4373e-01
9.6189e-01 3.6152e-01 6.5864e-01
