# d_x d_y d_z
1.3213e-01 3.4175e-01 1.4009e+00
3.4068e-01 7.1817e-01 6.8106e-01
2.7166e-01 1.1344e-01 1.0126e+00
9.0222e-03 1.6896e-01 1.0905e+00
7.7673e-02 1.2734e-01 1.2194e+00
4.1462e-01 6.7128e-01 2.9180e-01
1.2450e-01 3.2505e-01 9.6226e-01
3.4720e-01 2.3479e-01 6.7002e-01
1.2516e-01 5.5741e-02 1.5091e+00
1.4580e-01 2.1941e-01 1.2180e-01
6.6142e-02 4.5989e-01 7.3996e-01
5.7588e-01 9.4504e-02 7.8862e-01
5.7679e-01 3.9225e-01 8.2305e-01
4.3904e-01 7.5376e-01 8.0208e-01
3.2707e-01 3.4448e-01 1.0130e+00
1.9454e-01 6.0544e-02 1.3800e+00
6.8147e-01 2.9939e-01 1.2195e+00
7.6976e-01 1.1951e-01 2.8711e-01
7.4556e-01 6.5825e-02 6.5810e-01
5.7793e-01 3.5576e-01 7.0395e-01
2.1720e-01 6.2329e-01 8.7778e-01
4.0393e-01 5.8670e-01 1.1393e+00
8.4573e-01 1.4652e-01 9.0900e-01
3.1954e-01 3.3886e-01 8.3260e-01
9.1370e-01 4.6880e-01 2.8537e-01
3.2619e-01 2.8356e-01 2.2296e-01
8.2669e-02 3.0287e-01 9.8062e-01
9.4276e-03 1.2861e-01 8.6460e-01
8.8876e-02 7.2461e-01 7.2447e-01
1.4993e-02 5.9827e-01 8.2350e-01
3.9093e-01 3.6353e-01 9.9865e-01
9.0138e-02 6.8778e-01 2.1453e-01
7.3245e-01 3.9898e-04 1.4702e+00
1.0619e-01 1.3524e-01 9.9453e-01
4.7812e-01 2.7881e-01 1.0669e+00
nan nan nan
8.3526e-01 2.2224e-01 5.7817e-01
4.6381e-01 4.0600e-02 8.7445e-01
8.5238e-01 3.3820e-01 9.1077e-01
6.6269e-01 1.5340e-01 1.1108e+00
9.2536e-01 9.2180e-02 2.5719e-01
5.2008e-02 3.7121e-01 1.2385e+00
4.7309e-01 1.4359e-01 8.5342e-01
7.8764e-01 3.0694e-01 2.2728e-01
2.6713e-01 5.4598e-01 2.1079e-01
9.2918e-01 2.4144e-01 1.9514e+00
2.5177e-01 4.2941e-01 1.1640e+00
5.1422e-01 1.8117e-01 4.5409e-01
1.4947e-01 2.5214e-01 1.2277e+00
4.8204e-01 2.0378e-01 1.3703e+00
7.9046e-01 4.3890e-02 7.9763e-01
5.1188e-01 5.4889e-02 9.9920e-01
6.4240e-01 5.4669e-02 1.1672e+00
3.9926e-01 3.0815e-01 1.2896e+00
4.3276e-01 4.2671e-01 1.0681e+00
8.8555e-02 4.4669e-01 8.8648e-01
9.0899e-01 1.7113e-02 7.3833e-01
8.7964e-01 1.4014e-01 7.2423e-01
3.9545e-01 2.0229e-01 7.9932e-01
5.5454e-02 1.7211e-01 1.1413e-01
1.1855e-01 2.4876e-01 5.8277e-01
4.0425e-01 7.2942e-01 7.6549e-01
1.8404e-01 3.9532e-01 5.9688e-01
1.0497e-01 1.5091e-01 6.5773e-01
1.7642e-01 1.1479e-01 1.1825e+00
2.4493e-01 8.6148e-01 7.6315e-01
1.5001e-01 4.5716e-01 1.2182e+00
3.8068e-01 2.6313e-01 1.0432e+00
1.7481e-01 2.2963e-01 7.0655e-01
2.9029e-01 2.4680e-01 5.0770e-01
5.6107e-02 2.7475e-01 1.0159e+00
3.8527e-01 9.6466e-02 6.5988e-01
4.5837e-01 3.8036e-01 1.4729e+00
2.6941e-01 9.2014e-01 1.1523e+00
2.5201e-01 4.5669e-01 6.0257e-01
nan nan nan
6.6623e-01 2.2700e-01 1.0820e+00
8.9064e-01 4.2806e-02 1.3128e+00
6.0725e-01 8.9390e-02 4.6943e-01
5.4459e-01 3.9232e-01 6.8604e-01
3.0685e-01 6.3954e-01 1.0287e+00
5.1096e-01 4.6105e-01 1.1512e+00
7.1008e-01 5.2264e-02 4.8485e-01
2.6333e-01 4.1384e-01 1.0579e+00
8.8225e-01 3.9012e-01 3.4407e-01
2.6497e-01 4.1684e-01 2.1638e-01
1.4633e-01 5.1065e-01 1.0515e+00
1.2336e-01 1.5932e-01 4.1250e-01
2.2550e-02 3.0119e-01 1.1684e+00
6.3678e-02 4.6259e-01 2.6079e-01
5.3104e-01 2.0522e-01 1.0600e+00
2.3379e-02 7.2228e-01 6.3734e-01
5.0646e-01 2.0977e-01 1.9731e+00
3.2352e-01 6.2843e-02 9.5708e-01
3.4560e-01 2.9709e-01 1.0918e+00
nan nan nan
5.5487e-01 2.0039e-01 7.3265e-01
4.3858e-01 7.5486e-02 1.2725e-01
nan nan nan
7.9968e-01 3.1915e-02 1.1997e+00
9.1596e-01 2.3063e-01 3.5751e-01
3.1414e-02 3.9313e-01 6.2658e-01
4.4445e-01 1.6256e-01 1.4068e+00
7.3656e-01 3.9242e-01 2.2751e-01
3.0160e-01 3.4708e-01 4.1977e-01
nan nan nan
3.8491e-01 3.6535e-01 3.3582e-01
4.6029e-01 2.9612e-01 5.8855e-01
5.0438e-02 2.8056e-01 6.0713e-01
3.7292e-01 2.9739e-01 5.2382e-01
9.0136e-01 1.3059e-01 5.4403e-01
4.7100e-01 2.2378e-01 3.5787e-01
5.5500e-01 7.5380e-02 5.2934e-01
6.8372e-01 9.2445e-02 1.5081e+00
4.8868e-01 3.9909e-01 8.2233e-01
1.9328e-01 5.5445e-01 1.0728e+00
8.1731e-01 9.4307e-03 1.1333e+00
8.9478e-01 5.3651e-02 1.3416e+00
3.3574e-01 5.0643e-02 1.1648e+00
1.9507e-01 2.7393e-02 8.0816e-01
2.2902e-01 3.7808e-01 4.3724e-01
2.7619e-01 6.1574e-01 2.1932e-01
1.3920e-02 1.8642e-01 5.0436e-01
2.2208e-01 2.7465e-03 1.3283e+00
8.7386e-02 2.7808e-01 8.5696e-01
2.2047e-01 9.5924e-01 6.0370e-01
5.8002e-02 6.2644e-01 1.3898e+00
5.6026e-01 2.3444e-01 7.4402e-01
6.5504e-02 2.1151e-01 7.3438e-01
3.0678e-01 5.3258e-01 1.2246e+00
1.3989e-01 3.6318e-01 1.5926e+00
4.1140e-01 1.5625e-01 8.8703e-01
3.4843e-01 3.0322e-01 1.4565e+00
5.1977e-01 8.2225e-01 6.1066e-01
2.7812e-01 5.3633e-01 5.5502e-01
2.3880e-01 2.6807e-01 1.3661e+00
6.9220e-01 4.8001e-01 7.1247e-01
9.7311e-01 4.8361e-02 7.9002e-01
7.0206e-01 1.6269e-01 1.1517e+00
3.6364e-01 4.8879e-01 8.5901e-01
4.3589e-01 7.8036e-01 8.2860e-01
4.5967e-01 5.5812e-01 4.6166e-01
8.3906e-01 2.4153e-01 9.2329e-01
4.5418e-01 1.1113e-01 1.4957e+00
2.9484e-01 5.2146e-01 1.3805e+00
2.6818e-01 2.8966e-01 8.9325e-01
2.4976e-01 4.7002e-01 1.5316e+00
6.7548e-02 2.6874e-01 9.4499e-01
1.9133e-03 1.4704e-01 1.3542e+00
nan nan nan
5.3613e-01 2.2381e-01 1.1450e+00
1.7386e-01 3.4990e-01 1.7981e+00
4.3967e-01 2.6983e-01 1.4001e+00
1.1404e-01 3.0148e-02 1.4766e+00
3.4008e-01 5.8354e-01 7.0643e-01
nan nan nan
7.7133e-01 2.1180e-01 7.4109e-01
4.7498e-01 2.5207e-01 6.4152e-01
nan nan nan
7.7114e-01 2.8249e-03 6.0919e-01
8.6790e-01 3.5161e-01 8.6861e-01
6.1871e-02 4.4850e-01 8.1544e-01
4.8604e-01 1.0644e-01 1.4164e+00
7.4074e-01 1.6675e-01 9.6863e-01
3.2978e-01 2.9619e-01 1.5034e-01
nan nan nan
3.4033e-01 2.4310e-01 9.1344e-01
2.8866e-01 1.3717e-01 1.0593e+00
1.0806e-01 1.0137e-01 3.8908e-01
3.7709e-01 2.1751e-01 2.5305e-01
8.2237e-01 4.2190e-02 1.4339e+00
6.9979e-01 2.2772e-01 4.9919e-01
5.8029e-01 7.7517e-02 9.5271e-01
6.6698e-01 7.4637e-02 1.8673e+00
4.3951e-01 2.9501e-01 1.4095e+00
4.7546e-02 4.5289e-01 3.4732e-01
8.3232e-01 9.2153e-02 8.2730e-01
9.4344e-01 9.3364e-02 1.5139e+00
3.9948e-01 5.2065e-02 7.6381e-01
1.5999e-01 1.0519e-01 7.7028e-01
1.3934e-01 2.3034e-01 1.3081e+00
1.9207e-01 6.1797e-01 4.8244e-01
5.5396e-02 3.3284e-01 8.3696e-01
1.6587e-01 6.0841e-02 6.4222e-01
4.9344e-02 1.4445e-01 1.1167e+00
3.8544e-01 1.0472e+00 6.8553e-01
1.6031e-01 4.8312e-01 1.0798e+00
3.7815e-01 2.2822e-01 3.0081e-01
9.3173e-04 1.5080e-01 6.5775e-01
3.4213e-01 3.0279e-01 1.1449e+00
3.5818e-01 4.5203e-01 1.5654e+00
2.9500e-01 3.8018e-02 1.5385e+00
2.4933e-01 1.5206e-01 9.2262e-01
5.0846e-01 6.7883e-01 1.8297e-01
2.7443e-01 5.0400e-01 8.9653e-01
1.7177e-01 2.1296e-01 1.3239e+00
7.4323e-01 3.3357e-01 1.1327e+00
1.0130e+00 5.5615e-02 7.7752e-01
7.0135e-01 8.7251e-02 6.5268e-01
4.6075e-01 3.2417e-01 9.9993e-01
3.6409e-01 4.6381e-01 2.2376e-01
3.6747e-01 4.8740e-01 1.2232e+00
7.3252e-01 1.8119e-01 1.3978e+00
6.5217e-01 2.4641e-01 1.2003e+00
9.5308e-01 1.8754e-01 7.8538e-01
3.7547e-01 9.8383e-02 1.2011e+00
nan nan nan
9.7777e-02 4.8096e-01 9.6883e-01
1.4219e-01 1.4098e-01 1.7289e+00
6.2928e-02 5.4880e-01 4.4831e-01
3.9381e-01 1.9110e-01 1.2250e+00
1.1322e-01 2.0929e-01 8.9277e-01
2.4262e-01 1.9202e-01 1.6081e+00
4.4250e-02 8.5460e-02 1.1885e+00
5.9911e-03 4.3271e-01 4.6044e-01
nan nan nan
8.3683e-01 2.2122e-01 4.0158e-01
5.5443e-01 2.2375e-01 9.9343e-01
nan nan nan
7.8551e-01 1.5949e-03 3.0969e-01
8.0979e-01 2.2610e-01 1.0552e+00
2.3630e-01 3.5504e-01 1.3511e+00
5.8886e-01 2.8899e-02 1.4705e+00
6.0301e-01 2.2506e-01 4.4480e-01
3.0213e-01 2.6426e-01 1.3328e-01
8.3427e-01 3.0580e-01 8.2282e-01
2.8514e-01 1.9938e-01 1.2354e+00
3.2455e-01 7.2969e-02 1.4783e+00
3.5137e-02 2.4652e-01 3.0788e-01
2.9770e-01 2.8273e-01 6.6912e-02
7.9096e-01 8.1111e-02 8.6981e-01
7.2302e-01 6.4402e-02 5.4944e-01
4.9970e-01 2.5156e-02 4.9904e-01
7.5805e-01 1.7436e-01 6.3396e-01
4.4019e-01 3.7890e-01 5.2642e-01
nan nan nan
7.0606e-01 1.6064e-01 1.3929e+00
8.9834e-01 3.3318e-02 7.7320e-01
4.0750e-01 2.7815e-03 8.0210e-01
1.9311e-01 2.2052e-01 6.5277e-01
1.5162e-01 4.5113e-01 8.8813e-01
1.8023e-01 5.6203e-01 3.0067e-01
7.2718e-02 5.4020e-01 3.8830e-01
4.3872e-01 9.1055e-03 3.5572e-01
9.7468e-02 7.2401e-02 1.1037e+00
4.9533e-01 8.7376e-01 1.4303e+00
6.0707e-02 6.2101e-01 8.9676e-01
5.1678e-01 3.3031e-01 8.8463e-01
1.5407e-03 2.3462e-01 5.4859e-01
4.3274e-01 1.0912e-01 9.4304e-01
3.4026e-01 5.5476e-01 9.6808e-01
4.0445e-01 2.1282e-01 1.4374e+00
2.9126e-01 1.5151e-02 9.4723e-01
5.1871e-01 6.2683e-01 8.9886e-01
1.9107e-01 6.8506e-01 1.2482e+00
nan nan nan
5.5691e-01 2.1466e-01 1.1472e+00
8.8510e-01 9.1507e-02 1.6185e+00
6.2253e-01 1.0265e-01 1.2144e+00
4.0470e-01 3.8515e-01 6.6848e-01
3.7113e-01 6.1233e-01 6.8225e-02
nan nan nan
8.4562e-01 1.3330e-01 1.0427e+00
nan nan nan
3.9629e-01 1.2198e-01 8.1530e-01
3.4428e-01 9.7997e-02 9.3720e-01
nan nan nan
1.6763e-01 5.8935e-01 9.7154e-01
3.0691e-02 9.4169e-02 1.2557e+00
1.7502e-01 4.7242e-01 4.0392e-01
4.9163e-01 3.3212e-01 1.3319e+00
6.2311e-02 4.0495e-01 3.5586e-01
2.7488e-01 2.1415e-01 1.1778e+00
1.2066e-01 1.1927e-01 1.4733e+00
1.4660e-01 5.2674e-01 9.7614e-01
nan nan nan
8.8147e-01 3.4227e-01 5.6056e-01
4.9222e-01 2.5259e-01 7.4997e-01
nan nan nan
6.7161e-01 1.5092e-01 1.3580e-01
9.6259e-01 1.8398e-01 2.6470e-01
1.4921e-01 4.9455e-01 1.2075e+00
4.4339e-01 1.2160e-02 1.4511e+00
6.7446e-01 3.0736e-01 4.5913e-01
2.0961e-01 4.4158e-01 1.1829e+00
5.8614e-01 4.7379e-01 1.2784e+00
8.3381e-02 3.8864e-01 8.7198e-01
3.4145e-01 1.5509e-02 1.5399e+00
4.9587e-02 2.4510e-01 9.2522e-01
1.4214e-01 1.8797e-01 3.0719e-01
7.7177e-01 1.3142e-01 6.2549e-01
5.1692e-01 1.6495e-01 5.5807e-01
7.5189e-01 6.8092e-02 7.3087e-01
8.0531e-01 4.5879e-02 1.0664e+00
4.2298e-01 4.6469e-01 1.1532e+00
nan nan nan
7.0765e-01 1.4462e-02 1.1834e+00
9.3022e-01 7.2690e-02 1.4021e+00
5.9555e-01 4.1646e-02 9.9493e-01
1.6977e-01 1.7447e-01 8.0636e-01
1.6264e-02 2.2267e-01 1.0512e+00
2.7232e-01 6.6346e-01 8.9768e-01
6.7824e-02 4.4488e-01 8.0350e-01
5.4169e-01 5.8873e-02 1.0068e+00
1.7255e-01 2.7187e-01 8.5491e-01
2.7415e-01 7.6623e-01 1.3658e+00
1.2359e-01 5.7423e-01 9.5025e-01
4.2575e-01 8.4330e-02 7.8743e-01
1.2255e-01 4.1011e-02 8.2880e-01
5.0401e-01 3.3238e-01 6.3652e-01
4.1688e-01 5.5799e-01 1.0308e+00
3.0987e-01 3.5519e-01 8.6499e-01
3.5406e-01 2.4403e-02 5.5718e-01
3.0969e-01 7.2828e-01 9.0062e-01
2.4437e-01 8.4786e-01 8.3234e-01
nan nan nan
5.3826e-01 3.1627e-01 1.2249e+00
1.0216e+00 8.4792e-02 1.2110e+00
6.8903e-01 2.3385e-01 7.4603e-01
5.4891e-01 4.1931e-01 8.7452e-01
4.5664e-01 5.6451e-01 5.1026e-01
5.2074e-01 5.9812e-01 5.7132e-01
8.7257e-01 2.9243e-01 1.2047e+00
4.0212e-01 4.1212e-01 1.0460e+00
3.7549e-01 2.0680e-01 1.0932e+00
2.8123e-01 1.3911e-01 9.7229e-01
nan nan nan
1.5242e-01 6.0093e-01 1.7305e+00
1.5409e-01 2.6539e-01 1.6476e+00
5.4442e-05 5.2068e-01 6.8052e-01
4.1279e-01 3.8127e-01 5.6019e-01
1.4982e-01 3.7267e-01 2.4492e-01
3.6224e-01 1.9931e-01 1.1551e+00
5.1524e-02 9.8884e-02 1.2328e+00
3.0146e-01 4.0484e-01 1.3434e+00
nan nan nan
9.5703e-01 1.5005e-01 1.3683e+00
6.0469e-01 2.9608e-01 9.4785e-01
3.9988e-01 7.9402e-01 1.4126e+00
7.0794e-01 1.2990e-01 6.2996e-01
9.7443e-01 2.5935e-01 1.1335e+00
2.6325e-01 5.0458e-01 1.0805e+00
3.3938e-01 2.0557e-02 1.5867e+00
6.2349e-01 2.8497e-01 9.7528e-01
1.5273e-01 4.9987e-01 1.0485e+00
4.3551e-01 6.0212e-01 1.0144e+00
6.2170e-02 5.2766e-01 1.2728e-01
4.0080e-01 8.3673e-02 1.2985e+00
1.9778e-03 3.5719e-01 4.3137e-01
5.5558e-02 1.8282e-01 1.3685e-01
7.7918e-01 1.0933e-01 6.1786e-01
6.1565e-01 2.6202e-01 9.4977e-01
6.6364e-01 1.1900e-01 1.4965e+00
7.3901e-01 3.9140e-02 1.6271e+00
2.6945e-01 2.3608e-01 1.5372e+00
nan nan nan
7.3252e-01 1.0320e-01 9.0215e-01
8.5571e-01 3.4613e-01 1.1526e+00
5.5744e-01 1.8186e-01 8.9266e-01
1.8561e-01 1.2353e-03 8.2495e-01
3.2243e-02 1.7785e-01 8.0362e-01
4.5557e-01 7.9339e-01 3.2462e-01
2.3568e-02 4.0481e-01 1.1069e+00
4.5441e-01 3.5862e-01 1.2303e+00
4.8055e-01 1.8770e-02 4.6564e-01
4.5829e-01 9.8114e-01 1.9071e+00
6.7124e-02 4.7975e-01 4.0248e-01
4.3590e-01 1.3699e-01 1.2535e+00
1.1691e-01 1.2015e-02 7.5491e-01
6.1800e-01 1.6180e-01 1.0739e+00
4.8856e-01 7.6139e-01 9.5592e-01
3.7653e-01 3.8718e-01 8.0116e-01
2.5144e-01 1.3836e-01 6.5853e-01
2.6506e-01 7.5818e-01 1.2406e+00
1.6637e-01 1.0351e+00 7.7035e-01
nan nan nan
7.3894e-01 4.9286e-01 7.6982e-01
8.7509e-01 5.4069e-02 1.1644e+00
6.5229e-01 2.5177e-01 1.1373e+00
7.6564e-01 2.3364e-01 8.5350e-01
5.1389e-01 6.0024e-01 4.6947e-01
3.9789e-01 6.1461e-01 1.2941e+00
7.6393e-01 3.6526e-01 1.0873e+00
2.5829e-01 4.5783e-01 9.6493e-01
9.3157e-01 1.7278e-01 9.2010e-01
4.4492e-01 3.7372e-02 1.1524e+00
nan nan nan
2.2064e-01 9.1142e-01 9.6015e-01
1.6461e-01 3.9387e-01 7.1757e-01
1.6074e-01 6.0843e-01 3.5732e-01
4.3914e-01 4.1274e-01 2.5061e-01
3.2333e-01 6.2484e-01 6.6838e-01
2.3161e-01 9.3243e-02 7.3264e-01
4.1326e-03 5.1731e-03 9.4545e-01
2.7981e-01 2.8319e-01 9.6248e-01
3.7473e-01 5.0245e-01 1.4807e+00
1.0014e+00 6.9939e-02 1.1414e+00
3.4700e-01 4.2013e-01 9.0684e-01
nan nan nan
6.7082e-01 4.9483e-02 1.4125e+00
9.2222e-01 2.5226e-01 7.7889e-01
2.8599e-01 5.8686e-01 4.4495e-01
3.5488e-01 1.5880e-01 1.3266e+00
6.1107e-01 3.2279e-01 1.4360e+00
2.1991e-01 5.3871e-01 9.0683e-01
4.7267e-01 4.7966e-01 6.8641e-01
9.6472e-02 4.1091e-01 1.1587e-01
3.9661e-01 8.2300e-02 8.4365e-01
1.2942e-01 1.1486e-01 6.7247e-01
9.4497e-02 1.6656e-02 2.9659e-01
nan nan nan
7.4856e-01 6.0386e-01 7.5925e-01
5.5099e-01 2.4676e-02 1.8652e+00
6.3715e-01 1.3718e-01 1.3113e+00
5.0574e-01 3.5900e-01 1.1201e+00
nan nan nan
7.1973e-01 3.2916e-01 5.7000e-01
3.9337e-01 2.4797e-01 1.0152e+00
6.8011e-01 2.6285e-01 9.9516e-01
1.7376e-01 3.6020e-02 7.4825e-01
8.9631e-03 4.5097e-01 1.0776e+00
5.9211e-01 6.4738e-01 5.5533e-01
1.6321e-02 7.8176e-01 1.2215e+00
5.4935e-01 1.4377e-01 5.4796e-01
5.3303e-01 1.1971e-01 6.1936e-01
2.1622e-01 9.9532e-01 8.2346e-01
8.7291e-02 6.4110e-01 6.2086e-01
4.1253e-01 4.8284e-01 8.2210e-01
1.6089e-01 5.6647e-02 1.3035e+00
6.4775e-01 1.7690e-01 1.0567e+00
4.2666e-01 5.7178e-01 1.2768e+00
3.1860e-01 4.6156e-01 1.2660e+00
4.0003e-01 1.9492e-01 6.5224e-01
nan nan nan
nan nan nan
nan nan nan
7.7922e-01 6.5240e-01 7.8869e-01
9.8696e-01 1.5249e-01 3.1400e-01
7.8879e-01 1.4747e-01 2.1848e-01
7.4041e-01 2.2360e-01 8.6255e-01
4.8015e-01 8.4819e-01 3.9669e-01
5.2404e-01 7.5587e-01 9.4593e-01
8.5405e-01 2.3773e-01 1.1086e+00
1.1242e-01 5.3216e-01 1.2248e+00
9.7055e-01 1.6969e-03 1.0749e+00
4.3605e-01 4.0758e-03 7.9172e-01
nan nan nan
9.5269e-02 6.4102e-01 1.3890e+00
1.3293e-01 4.2975e-01 1.0760e+00
8.6067e-02 7.2481e-01 3.0546e-01
4.4085e-01 2.2138e-01 1.0435e+00
2.1512e-01 5.4318e-01 9.1462e-01
2.9685e-01 3.2393e-02 1.1197e+00
8.5855e-04 1.2455e-02 1.0589e+00
2.2525e-01 3.6286e-01 7.3628e-01
4.1265e-01 8.5856e-01 9.4255e-01
8.0082e-01 1.5015e-01 1.0256e+00
3.7635e-01 6.0999e-01 1.0970e+00
nan nan nan
5.2361e-01 1.0654e-01 8.9864e-01
8.5027e-01 3.6341e-01 6.9111e-01
5.8133e-01 5.3830e-01 8.0573e-01
4.2932e-01 1.0259e-01 1.3663e+00
6.1983e-01 2.6281e-01 8.3387e-01
7.2943e-02 5.0149e-01 1.4783e+00
6.0292e-01 4.2423e-01 5.7367e-01
3.8862e-02 2.7121e-01 1.2115e+00
3.7787e-01 4.2733e-01 9.6092e-01
1.4061e-01 3.2826e-01 1.5022e-01
5.1175e-02 1.7350e-01 1.6315e+00
9.0628e-01 1.4872e-02 8.1032e-01
5.6953e-01 2.3891e-01 5.2255e-01
4.8593e-01 1.4356e-01 1.3295e+00
7.3008e-01 4.6821e-02 6.5607e-01
3.1321e-01 2.6117e-01 1.1488e+00
nan nan nan
7.0584e-01 3.2203e-01 1.9958e-01
7.2263e-01 1.3162e-01 1.1087e+00
7.7701e-01 2.4991e-01 7.6104e-01
8.1331e-03 1.7908e-02 6.5178e-01
1.0995e-01 2.0055e-01 7.1910e-01
2.6527e-01 5.1027e-01 1.1881e+00
1.2102e-01 6.1232e-01 6.3840e-01
nan nan nan
4.0423e-01 1.4226e-01 5.6009e-01
nan nan nan
1.3651e-01 7.8465e-01 3.6798e-01
3.3816e-01 6.8694e-02 9.1032e-01
9.0684e-02 1.2800e-02 8.3623e-01
6.5029e-01 6.4917e-02 4.4953e-01
4.2542e-01 4.4868e-01 1.0114e+00
2.8302e-01 2.4541e-01 9.6587e-01
2.3751e-01 5.3076e-02 1.0545e+00
4.1032e-01 1.8196e-01 1.7697e+00
1.8859e-01 7.2163e-01 3.4921e-01
nan nan nan
7.1399e-01 4.9872e-01 7.2098e-01
8.8730e-01 1.3180e-01 1.0098e+00
5.0748e-01 4.1828e-01 8.5621e-01
3.6251e-01 3.6319e-01 5.5123e-01
4.7016e-01 6.1484e-01 4.2643e-01
3.6151e-01 6.1948e-01 8.4065e-01
7.4677e-01 1.2513e-01 1.0440e+00
1.5809e-02 5.2937e-01 5.2156e-01
8.6343e-01 1.5043e-01 8.8541e-01
5.1900e-01 2.0281e-02 1.0450e+00
nan nan nan
2.9182e-01 8.4561e-01 1.0657e+00
1.2187e-01 4.1941e-01 1.6299e-01
2.1998e-01 5.4952e-01 7.8876e-02
3.9574e-01 2.1383e-01 4.9901e-01
3.4866e-01 4.2044e-01 9.1047e-01
2.2783e-01 2.1924e-01 8.1031e-01
4.1920e-02 1.3850e-01 3.9354e-01
2.0433e-01 2.0636e-01 1.6784e-01
1.7059e-01 5.4213e-01 4.6818e-01
6.8247e-01 1.2650e-01 1.0272e+00
4.2745e-01 5.4696e-01 1.1051e+00
7.5814e-01 4.6329e-01 1.3799e-01
4.6515e-01 1.5751e-01 3.1588e-01
6.5305e-01 3.5912e-01 4.0729e-01
4.9608e-01 4.8175e-01 1.0930e+00
4.0070e-01 8.6804e-03 1.2025e+00
5.5219e-01 2.7076e-01 8.7584e-01
1.0300e-01 4.4022e-01 1.1635e+00
5.4562e-01 4.5620e-01 7.1008e-01
9.6462e-02 9.2929e-02 2.3613e-01
5.3313e-01 2.2205e-01 1.1087e-01
1.5170e-01 2.7584e-01 3.2122e-01
4.5343e-02 3.8703e-01 1.1626e+00
9.1323e-01 2.5804e-02 3.8835e-01
4.9622e-01 3.1281e-01 8.8465e-01
5.5761e-01 2.7065e-01 1.0572e+00
7.4616e-01 2.7593e-01 9.4907e-01
3.1737e-01 2.4855e-01 1.0778e+00
nan nan nan
7.9605e-01 2.7911e-01 3.0034e-01
7.4267e-01 2.5318e-01 9.8775e-01
8.6389e-01 4.0568e-01 4.7091e-01
6.0880e-02 2.9976e-01 8.0906e-01
1.4422e-01 9.8095e-02 9.5137e-01
1.9644e-01 8.1197e-01 1.1104e+00
2.2585e-01 6.6290e-01 1.4819e+00
8.2099e-01 7.4032e-02 8.4924e-01
2.9154e-01 2.0112e-01 6.5336e-01
3.0404e-01 8.7629e-01 7.8329e-01
1.0031e-01 9.1966e-01 4.8288e-01
2.4611e-01 1.2050e-01 1.4698e+00
1.0526e-01 1.3775e-01 1.6248e+00
5.8138e-01 2.5806e-02 8.2324e-01
5.2445e-01 3.5083e-01 1.0500e-01
5.7098e-01 1.6218e-01 9.6238e-01
2.1541e-01 1.9557e-01 1.1539e+00
3.8561e-01 1.5783e-01 1.4553e+00
2.1243e-01 7.5868e-01 3.0027e-01
nan nan nan
7.8356e-01 4.6573e-01 9.7291e-01
1.0029e+00 1.3911e-01 1.0123e+00
6.0208e-01 4.9533e-01 1.0359e+00
7.4226e-01 2.6111e-01 1.6234e+00
6.2873e-01 6.6937e-01 6.5530e-01
2.3898e-01 4.4138e-01 8.0303e-01
8.3125e-01 2.2582e-01 6.6496e-01
1.2024e-01 3.4546e-01 1.4525e+00
7.9714e-01 1.3426e-01 1.2198e+00
4.7735e-01 2.3157e-01 4.6568e-01
nan nan nan
3.6976e-01 9.2102e-01 1.8132e+00
1.6741e-01 2.9300e-01 3.0340e-01
1.6145e-01 6.3870e-01 5.2568e-01
4.6518e-01 1.2516e-02 7.7781e-01
2.1965e-01 3.7269e-01 6.4936e-01
2.2636e-01 3.3950e-02 9.3050e-01
3.9102e-02 1.8695e-01 6.8810e-01
1.2350e-01 1.1420e-01 2.7288e-01
2.7772e-01 4.4741e-01 6.9530e-01
8.9073e-01 3.5360e-01 7.7618e-01
3.8598e-01 3.7083e-01 1.1947e+00
7.5880e-01 5.8827e-01 3.1475e-01
6.1157e-01 6.2790e-01 6.8119e-01
6.2512e-01 1.8555e-02 1.3638e+00
3.1175e-01 4.0416e-01 1.1393e+00
3.1427e-01 7.7220e-02 1.2290e+00
4.0631e-01 1.2285e-01 7.3974e-01
1.7710e-01 2.2886e-01 1.2570e+00
5.4310e-01 5.1702e-01 1.1747e+00
7.5075e-02 4.7523e-03 7.1179e-01
nan nan nan
1.4076e-01 3.6767e-01 3.3906e-01
2.0598e-01 5.5434e-01 1.1389e+00
